event_id,minute,second,time_sec,team,type,source_file
2642,0,0,0.0,UNKNOWN,i̇sabetsiz paslar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2643,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2644,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2645,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2646,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2647,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2648,0,0,0.0,UNKNOWN,set hücumları,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2649,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2650,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2638,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2623,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2622,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2621,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2594,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2595,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2596,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2597,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2598,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2599,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2600,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2601,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2602,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2603,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2604,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2605,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2606,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2607,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2608,0,0,0.0,UNKNOWN,progressive passes accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2609,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2610,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2611,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2612,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2613,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2614,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2615,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2616,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2617,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2618,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2619,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2620,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2651,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2652,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2653,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2654,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2686,0,0,0.0,UNKNOWN,incomplete long passes,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2687,0,0,0.0,UNKNOWN,incomplete passes forward,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2688,0,0,0.0,UNKNOWN,incomplete progressive passes,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2689,0,0,0.0,UNKNOWN,i̇sabetsiz paslar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2690,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2691,0,0,0.0,UNKNOWN,incomplete passes forward,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2692,0,0,0.0,UNKNOWN,i̇sabetsiz paslar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2693,0,0,0.0,UNKNOWN,set hücumları,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2694,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2695,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2696,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2697,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2698,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2699,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2700,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2701,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2702,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2703,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2704,0,0,0.0,UNKNOWN,challenges unsuccessful,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2705,0,0,0.0,UNKNOWN,challenges won,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2706,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2707,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2708,0,0,0.0,UNKNOWN,crosses inaccurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2709,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2710,0,0,0.0,UNKNOWN,incomplete passes into the box,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2711,0,0,0.0,UNKNOWN,loss balls,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2712,0,0,0.0,UNKNOWN,i̇sabetsiz paslar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2685,0,0,0.0,UNKNOWN,goal kicks long (40+ m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2593,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2684,0,0,0.0,UNKNOWN,loss balls,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2682,0,0,0.0,UNKNOWN,faul,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2655,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2656,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2657,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2658,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2659,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2660,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2661,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2662,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2663,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2664,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2665,0,0,0.0,UNKNOWN,driplingler,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2666,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2667,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2668,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2669,0,0,0.0,UNKNOWN,progressive passes accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2670,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2671,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2672,0,0,0.0,UNKNOWN,goal kicks long (40+ m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2673,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2674,0,0,0.0,UNKNOWN,uzun paslar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2675,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2676,0,0,0.0,UNKNOWN,incomplete passes forward,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2677,0,0,0.0,UNKNOWN,i̇sabetsiz paslar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2678,0,0,0.0,UNKNOWN,başarılı driplingler,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2679,0,0,0.0,UNKNOWN,başarısız top kapma,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2680,0,0,0.0,UNKNOWN,challenges unsuccessful,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2681,0,0,0.0,UNKNOWN,challenges won,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2683,0,0,0.0,UNKNOWN,fouls suffered,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2713,0,0,0.0,UNKNOWN,ball recoveries,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2592,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2590,0,0,0.0,UNKNOWN,i̇sabetsiz paslar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2502,0,0,0.0,UNKNOWN,ball recoveries,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2503,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2504,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2505,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2506,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2507,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2508,0,0,0.0,UNKNOWN,progressive passes accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2509,0,0,0.0,UNKNOWN,kontra ataklar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2510,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2511,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2512,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2513,0,0,0.0,UNKNOWN,ball recoveries,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2501,0,0,0.0,UNKNOWN,i̇sabetsiz paslar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2514,0,0,0.0,UNKNOWN,challenges unsuccessful,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2516,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2517,0,0,0.0,UNKNOWN,loss balls,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2518,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2519,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2520,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2521,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2522,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2523,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2524,0,0,0.0,UNKNOWN,set hücumları,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2525,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2526,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2527,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2515,0,0,0.0,UNKNOWN,challenges won,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2500,0,0,0.0,UNKNOWN,loss balls,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2499,0,0,0.0,UNKNOWN,incomplete progressive passes,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2498,0,0,0.0,UNKNOWN,incomplete passes into the box,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2471,0,0,0.0,UNKNOWN,i̇sabetsiz paslar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2472,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2473,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2474,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2475,0,0,0.0,UNKNOWN,progressive passes accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2476,0,0,0.0,UNKNOWN,challenges unsuccessful,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2477,0,0,0.0,UNKNOWN,challenges won,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2478,0,0,0.0,UNKNOWN,set hücumları,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2479,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2480,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2481,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2482,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2483,0,0,0.0,UNKNOWN,set hücumları,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2484,0,0,0.0,UNKNOWN,driplingler,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2485,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2486,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2487,0,0,0.0,UNKNOWN,goal kicks long (40+ m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2488,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2489,0,0,0.0,UNKNOWN,uzun paslar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2490,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2491,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2492,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2493,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2494,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2495,0,0,0.0,UNKNOWN,progressive passes accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2496,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2497,0,0,0.0,UNKNOWN,incomplete passes forward,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2528,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2529,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2530,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2531,0,0,0.0,UNKNOWN,goal kicks short (0-10 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2563,0,0,0.0,UNKNOWN,passes forward accurate,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2564,0,0,0.0,UNKNOWN,goal kicks medium (15-40 m.),"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
2565,0,0,0.0,UNKNOWN,paslar adresi bulanlar,"Fatih Karagümrük 1-3 Galatasaray 24.01.2026, Maçın Tamamı.csv"
